date,article.links,facebook.shares
Oct-14,http://www.aftonbladet.se/ledare/ledarkronika/fredrikvirtanen/article19782921.ab,1058
Oct-14,http://www.aftonbladet.se/nyheter/article19776292.ab,611
Oct-14,http://www.aftonbladet.se/nyheter/kolumnister/oisincantwell/article19773501.ab,888
Oct-14,http://www.aftonbladet.se/nyheter/article19770832.ab,457
Oct-14,http://www.aftonbladet.se/nyheter/article19771088.ab,28
Oct-14,http://www.aftonbladet.se/nyheter/article19765337.ab,2587
Oct-14,http://www.aftonbladet.se/nyheter/article19762643.ab,515
Oct-14,http://www.aftonbladet.se/debatt/debattamnen/eu/article19763261.ab,54
Oct-14,http://www.aftonbladet.se/nyheter/article19754999.ab,637
Oct-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19743512.ab,2202
Oct-14,http://www.aftonbladet.se/nyheter/article19740784.ab,472
Oct-14,http://www.aftonbladet.se/nyheter/article19740467.ab,70
Oct-14,http://www.aftonbladet.se/minekonomi/article19740299.ab,232
Oct-14,http://www.aftonbladet.se/nyheter/article19738296.ab,305
Oct-14,http://www.aftonbladet.se/nyheter/article19730844.ab,344
Oct-14,http://www.aftonbladet.se/nyheter/article19737474.ab,183
Oct-14,http://www.aftonbladet.se/nyheter/article19726586.ab,268
Oct-14,http://www.aftonbladet.se/nyheter/article19723374.ab,292
Oct-14,http://www.aftonbladet.se/nyheter/kolumnister/elisabethoglund/article19722688.ab,35571
Oct-14,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article19721282.ab,3532
Oct-14,http://bloggar.aftonbladet.se/janhelin/2014/10/sondagskolumn-115-om-varfor-jag-hoppas-att-jimmie-akesson-blir-frisk/,461
Oct-14,http://www.aftonbladet.se/nyheter/kolumnister/janguillou/article19719767.ab,876
Oct-14,http://www.aftonbladet.se/nyheter/article19717485.ab,78
Oct-14,http://www.aftonbladet.se/kultur/kronikorer/linderborg/article19714511.ab,19
Oct-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19715656.ab,143
Oct-14,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19714757.ab,433
Oct-14,http://www.aftonbladet.se/nyheter/valaret2014/article19713336.ab,326
Oct-14,http://www.aftonbladet.se/nyheter/article19713132.ab,2524
Oct-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19710789.ab,25
Oct-14,http://www.aftonbladet.se/nyheter/article19706946.ab,2853
Oct-14,http://www.aftonbladet.se/ledare/article19701540.ab,1099
Oct-14,http://www.aftonbladet.se/nyheter/kolumnister/carinabergfeldt/article19701691.ab,10681
Oct-14,http://www.aftonbladet.se/nyheter/article19699991.ab,22
Oct-14,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article19697922.ab,207
Oct-14,http://www.aftonbladet.se/nyheter/article19694595.ab,3931
Oct-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19692222.ab,93
Oct-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19682403.ab,265
Oct-14,http://www.aftonbladet.se/sportbladet/fotboll/landslagsfotboll/emkvalet/article19679699.ab,140
Oct-14,http://www.aftonbladet.se/ledare/ledarkronika/fredrikvirtanen/article19679350.ab,8296
Oct-14,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19677893.ab,18530
Oct-14,http://www.aftonbladet.se/nyheter/article19671707.ab,2150
Oct-14,http://www.aftonbladet.se/nyheter/article19666900.ab,22
Oct-14,http://www.aftonbladet.se/nyheter/valaret2014/article19663261.ab,253
Oct-14,http://www.aftonbladet.se/nyheter/article19657890.ab,52
Oct-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19660465.ab,892
Oct-14,http://www.aftonbladet.se/nyheter/valaret2014/article19659303.ab,4254
Oct-14,http://www.aftonbladet.se/nyheter/article19655079.ab,0
Oct-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19654632.ab,386
Oct-14,http://www.aftonbladet.se/nyheter/article19651949.ab,17
Oct-14,http://www.aftonbladet.se/nyheter/article19650510.ab,2821
Oct-14,http://www.aftonbladet.se/nojesbladet/musik/article19646414.ab,35
Oct-14,http://bloggar.aftonbladet.se/janhelin/2014/10/sondagskolumn-113-om-att-aka-hem-for-att-forsta-sverigedemokraterna/,4500
Oct-14,http://www.aftonbladet.se/nyheter/kolumnister/janguillou/article19646569.ab,810
Oct-14,http://www.aftonbladet.se/ledare/ledarkronika/fredrikvirtanen/article19642489.ab,1416
Oct-14,http://www.aftonbladet.se/nyheter/article19636242.ab,1
Oct-14,http://www.aftonbladet.se/nyheter/article19624665.ab,41
Oct-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19633246.ab,28
Oct-14,http://www.aftonbladet.se/nyheter/article19632462.ab,2
Oct-14,http://www.aftonbladet.se/debatt/arbetsmarknad/article19625425.ab,2053
Oct-14,http://www.aftonbladet.se/nyheter/article19629380.ab,18
Oct-14,http://www.aftonbladet.se/debatt/article19624889.ab,8703
Oct-14,http://www.aftonbladet.se/nyheter/article19620243.ab,609
Oct-14,http://www.aftonbladet.se/debatt/article19624202.ab,85
Oct-14,http://www.aftonbladet.se/nyheter/article19623297.ab,2734
Nov-14,http://bloggar.aftonbladet.se/tv-kronikan/2014/11/bla-ogon-ar-brannande-men-kan-orsaka-huvudvark/,2
