date,article.links,facebook.shares
Jan-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20160417.ab,95
Jan-15,http://www.aftonbladet.se/kultur/kronikorer/linderborg/article20127548.ab,12053
Jan-15,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20233193.ab,5533
Jan-15,http://www.aftonbladet.se/nyheter/article20180433.ab,3121
Jan-15,http://www.aftonbladet.se/debatt/arbetsmarknad/article20119197.ab,2730
Jan-15,http://www.aftonbladet.se/nojesbladet/film/recensioner/article20212664.ab,2641
Jan-15,http://viralt.aftonbladet.se/forlorade-budgivningen-om-sd-se-100-000-till-antirasistisk-rorelse/,2261
Jan-15,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20138471.ab,2157
Jan-15,http://www.aftonbladet.se/nyheter/article20153258.ab,1824
Jan-15,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article20180464.ab,1773
Jan-15,http://www.aftonbladet.se/nojesbladet/article20213452.ab,1469
Jan-15,http://www.aftonbladet.se/nyheter/article20235906.ab,1403
Jan-15,http://www.aftonbladet.se/nyheter/article20245729.ab,1198
Jan-15,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article20179162.ab,1185
Jan-15,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20136218.ab,1167
Jan-15,http://www.aftonbladet.se/nyheter/article20220778.ab,1148
Jan-15,http://www.aftonbladet.se/nyheter/article20098078.ab,1020
Jan-15,http://www.aftonbladet.se/kultur/article20123819.ab,950
Jan-15,http://www.aftonbladet.se/nyheter/article20149102.ab,934
Jan-15,http://www.aftonbladet.se/nyheter/article20181785.ab,838
Jan-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20188976.ab,796
Jan-15,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article20221062.ab,766
Jan-15,http://www.aftonbladet.se/nyheter/article20247126.ab,763
Jan-15,http://www.aftonbladet.se/debatt/debattamnen/politik/article20131568.ab,653
Jan-15,http://www.aftonbladet.se/nyheter/article20132612.ab,646
Jan-15,http://www.aftonbladet.se/nyheter/article20212433.ab,591
Jan-15,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article20190464.ab,575
Jan-15,http://www.aftonbladet.se/nyheter/article20176073.ab,541
Jan-15,http://www.aftonbladet.se/nyheter/article20155407.ab,519
Jan-15,http://www.aftonbladet.se/nyheter/kolumnister/oisincantwell/article20196804.ab,409
Jan-15,http://www.aftonbladet.se/ledare/ledarkronika/katrinemarcal/article20249999.ab,391
Jan-15,http://www.aftonbladet.se/nyheter/article20209614.ab,346
Jan-15,http://www.aftonbladet.se/nyheter/article20189746.ab,346
Jan-15,http://www.aftonbladet.se/nyheter/article20210885.ab,344
Jan-15,http://www.aftonbladet.se/debatt/debattamnen/politik/article20163773.ab,338
Jan-15,http://www.aftonbladet.se/debatt/debattamnen/politik/article20182834.ab,336
Jan-15,http://bloggar.aftonbladet.se/ledarbloggen/2015/01/namen-oj-det-blev-mehmet-kaplan/,322
Jan-15,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article20161436.ab,302
Jan-15,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article20153577.ab,268
Jan-15,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article20104812.ab,249
Jan-15,http://www.aftonbladet.se/nyheter/article20183220.ab,234
Jan-15,http://www.aftonbladet.se/nojesbladet/tv/article20138303.ab,203
Jan-15,http://www.aftonbladet.se/nyheter/article20245051.ab,196
Jan-15,http://www.aftonbladet.se/nyheter/article20199042.ab,131
Jan-15,http://www.aftonbladet.se/nyheter/article20136595.ab,124
Jan-15,http://www.aftonbladet.se/nyheter/article20154990.ab,104
Jan-15,http://www.aftonbladet.se/nyheter/article20186131.ab,87
Jan-15,http://www.aftonbladet.se/kultur/article20204890.ab,83
Jan-15,http://www.aftonbladet.se/kultur/article20226336.ab,66
Jan-15,http://www.aftonbladet.se/nyheter/article20097798.ab,66
Jan-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20221850.ab,59
Jan-15,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article20118424.ab,59
Jan-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20139592.ab,51
Jan-15,http://www.aftonbladet.se/nyheter/article20213170.ab,46
Jan-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20233316.ab,45
Jan-15,http://bloggar.aftonbladet.se/sannalundell/2015/01/det-ar-kallt-det-ar-klart/,32
Jan-15,http://www.aftonbladet.se/debatt/debattamnen/skola/article20157432.ab,26
Jan-15,http://www.aftonbladet.se/nojesbladet/kronikorer/janolovandersson/article20144109.ab,24
Jan-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20136596.ab,24
Jan-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20154542.ab,17
Jan-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20146067.ab,8
Jan-15,http://bloggar.aftonbladet.se/gunnarfredriksson/2015/01/historiskt/,0
Feb-15,http://www.aftonbladet.se/nyheter/kolumnister/janguillou/article20284121.ab,176334
Feb-15,http://viralt.aftonbladet.se/hakan-har-byggt-jattelik-rattfalla-att-fanga-sverigedemokrater/,18065
Feb-15,http://viralt.aftonbladet.se/11-av-de-mest-minnesvarda-ursakterna-fran-sverigedemokrater/,4859
Feb-15,http://www.aftonbladet.se/nyheter/article20305961.ab,3834
Feb-15,http://www.aftonbladet.se/kultur/article20389451.ab,3732
Feb-15,http://www.aftonbladet.se/nyheter/article20300101.ab,3486
Feb-15,http://www.aftonbladet.se/ledare/ledarkronika/karinpettersson/article20301487.ab,2519
Feb-15,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20292800.ab,2194
Feb-15,http://www.aftonbladet.se/nojesbladet/musik/article20249389.ab,2164
Feb-15,http://www.aftonbladet.se/nyheter/article20369501.ab,1813
Feb-15,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20358956.ab,1776
Feb-15,http://www.aftonbladet.se/nyheter/article20323420.ab,1757
Feb-15,http://www.aftonbladet.se/nyheter/article20257115.ab,976
Feb-15,http://www.aftonbladet.se/ledare/ledarkronika/karinpettersson/article20303169.ab,859
Feb-15,http://www.aftonbladet.se/nyheter/article20254715.ab,810
Feb-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20323968.ab,762
Feb-15,http://www.aftonbladet.se/debatt/article20278195.ab,725
Feb-15,http://www.aftonbladet.se/nyheter/article20260962.ab,648
Feb-15,http://www.aftonbladet.se/nyheter/article20386847.ab,646
Feb-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20291055.ab,351
Feb-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20343894.ab,293
Feb-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20348961.ab,278
Feb-15,http://www.aftonbladet.se/nyheter/article20385566.ab,261
Feb-15,http://www.aftonbladet.se/nyheter/article20261146.ab,255
Feb-15,http://www.aftonbladet.se/debatt/article20287872.ab,221
Feb-15,http://www.aftonbladet.se/kultur/article20276724.ab,159
Feb-15,http://www.aftonbladet.se/nyheter/article20271624.ab,143
Feb-15,http://bloggar.aftonbladet.se/tv-kronikan/2015/02/bla-ogon-sparade-ur-totalt/,112
Feb-15,http://bloggar.aftonbladet.se/ledarbloggen/2015/02/sds-nolltolerans-not-relevant/,104
Feb-15,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article20286407.ab,77
Feb-15,http://www.aftonbladet.se/nyheter/article20346510.ab,10
Feb-15,http://www.aftonbladet.se/nyheter/article20249432.ab,8
Feb-15,http://bloggar.aftonbladet.se/gunnarfredriksson/2015/02/danska-judar-1943/,6
Feb-15,http://www.aftonbladet.se/debatt/debattamnen/eu/article20267369.ab,3
Mar-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20546654.ab,11518
Mar-15,http://www.aftonbladet.se/nyheter/article20447581.ab,10372
Mar-15,http://www.aftonbladet.se/nyheter/article20495008.ab,5120
Mar-15,http://www.aftonbladet.se/nyheter/article20473548.ab,4592
Mar-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20464786.ab,3721
Mar-15,http://www.aftonbladet.se/nyheter/article20513162.ab,2957
Mar-15,http://www.aftonbladet.se/nyheter/article20404677.ab,2643
Mar-15,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20520304.ab,2402
Mar-15,http://www.aftonbladet.se/kultur/article20538561.ab,1774
Mar-15,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article20439957.ab,1355
Mar-15,http://www.aftonbladet.se/nyheter/article20515909.ab,1174
Mar-15,http://www.aftonbladet.se/debatt/debattamnen/samhalle/article20512371.ab,910
Mar-15,http://www.aftonbladet.se/nyheter/article20397104.ab,886
Mar-15,http://www.aftonbladet.se/nyheter/article20422675.ab,814
Mar-15,http://www.aftonbladet.se/nyheter/article20420781.ab,459
Mar-15,http://www.aftonbladet.se/nyheter/article20398150.ab,412
Mar-15,http://www.aftonbladet.se/nyheter/article20384336.ab,410
Mar-15,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article20515799.ab,371
Mar-15,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article20508705.ab,332
Mar-15,http://www.aftonbladet.se/ledare/ledarkronika/karinpettersson/article20441324.ab,290
Mar-15,http://www.aftonbladet.se/nyheter/kolumnister/oisincantwell/article20549398.ab,275
Mar-15,http://www.aftonbladet.se/ledare/article20402137.ab,263
Mar-15,http://www.aftonbladet.se/nyheter/article20556885.ab,255
Mar-15,http://www.aftonbladet.se/nyheter/article20447636.ab,245
Mar-15,http://www.aftonbladet.se/nyheter/article20400555.ab,199
